LST_2024Ex,LST_2014Ex,LST_2005Ex,NDVI_2024Ex,NDVI_2014Ex,NDVI_2004Ex,UI_2024Ex,UI_2014Ex,UI_2004Ex,Normalised_PD_2024,Normalised_PD_2014,Normalised_PD_2004,Normalised_Nonbuiltup_road_2024,Distance_to_Nonbuiltup_CBD
42.280,42.072,43.957,0.227,0.242,0.161,0.290,0.300,0.011,0.135,0.083,0.128,0.341,0.418
40.694,39.775,43.519,0.311,0.343,0.224,0.306,0.336,-0.013,0.122,0.078,0.127,0.372,0.388
42.396,41.694,42.819,0.201,0.164,0.230,0.277,0.253,-0.015,0.122,0.078,0.127,0.403,0.351
39.730,39.154,39.306,0.396,0.376,0.374,0.292,0.280,-0.102,0.132,0.095,0.193,0.403,0.315
41.987,42.438,43.146,0.258,0.293,0.330,0.268,0.313,-0.070,0.132,0.095,0.193,0.351,0.285
41.245,40.161,43.546,0.290,0.323,0.250,0.306,0.334,-0.044,0.198,0.190,0.296,0.288,0.250
40.447,39.832,42.035,0.299,0.322,0.204,0.270,0.304,-0.022,0.199,0.191,0.297,0.224,0.215
38.036,38.668,39.662,0.367,0.315,0.431,0.321,0.285,-0.105,0.304,0.310,0.287,0.158,0.187
37.533,37.491,38.874,0.371,0.477,0.418,0.305,0.356,-0.108,0.304,0.310,0.287,0.094,0.154
37.083,37.403,37.718,0.405,0.434,0.349,0.293,0.309,-0.092,0.555,0.525,0.392,0.044,0.121
37.238,37.682,39.646,0.430,0.459,0.346,0.323,0.370,-0.078,0.555,0.526,0.392,0.000,0.095
41.465,41.212,42.837,0.122,0.104,0.137,0.133,0.164,-0.004,0.717,0.725,0.742,0.037,0.065
42.294,43.366,43.966,0.149,0.146,0.133,0.185,0.174,-0.009,0.717,0.725,0.742,0.082,0.038
41.810,42.518,42.834,0.116,0.145,0.119,0.136,0.148,-0.010,0.720,0.732,0.866,0.126,0.016
40.921,40.047,42.414,0.294,0.286,0.164,0.256,0.249,-0.007,0.844,0.866,0.958,0.088,0.000
41.085,39.951,41.697,0.126,0.114,0.083,0.128,0.123,-0.002,0.843,0.864,0.957,0.059,0.016
40.602,39.113,42.028,0.261,0.262,0.197,0.213,0.206,-0.043,0.691,0.685,0.798,0.031,0.038
40.620,40.468,42.443,0.190,0.160,0.135,0.163,0.160,-0.028,0.691,0.685,0.798,0.002,0.065
42.433,41.853,43.572,0.270,0.235,0.200,0.292,0.217,-0.029,0.245,0.218,0.268,0.023,0.097
38.923,37.358,39.709,0.216,0.267,0.169,0.221,0.258,-0.023,0.244,0.217,0.267,0.084,0.123
44.398,40.202,44.702,0.222,0.234,0.251,0.293,0.291,-0.038,0.088,0.058,0.076,0.433,0.811
41.178,39.740,41.633,0.324,0.347,0.339,0.299,0.326,-0.067,0.101,0.071,0.076,0.396,0.774
41.120,39.542,41.995,0.284,0.303,0.308,0.268,0.302,-0.081,0.101,0.071,0.076,0.368,0.743
39.736,37.610,41.607,0.310,0.346,0.321,0.286,0.294,-0.059,0.085,0.067,0.071,0.352,0.706
42.715,40.362,43.199,0.214,0.190,0.220,0.281,0.271,-0.011,0.085,0.067,0.071,0.340,0.669
41.306,38.190,40.850,0.322,0.308,0.289,0.304,0.313,-0.052,0.073,0.056,0.072,0.328,0.639
42.050,40.414,42.436,0.271,0.242,0.218,0.309,0.290,-0.021,0.075,0.058,0.071,0.325,0.602
43.360,41.085,43.208,0.219,0.216,0.223,0.295,0.274,-0.005,0.075,0.058,0.071,0.329,0.566
43.554,41.096,40.487,0.349,0.365,0.253,0.337,0.331,-0.027,0.100,0.068,0.089,0.341,0.535
42.625,42.132,42.782,0.293,0.283,0.353,0.326,0.315,-0.070,0.100,0.068,0.089,0.353,0.499
44.014,43.705,45.472,0.240,0.188,0.247,0.296,0.272,-0.023,0.135,0.083,0.128,0.371,0.462
44.362,43.768,44.713,0.238,0.158,0.239,0.295,0.252,-0.029,0.135,0.083,0.128,0.398,0.426
41.453,40.849,42.021,0.325,0.317,0.333,0.316,0.306,-0.066,0.122,0.078,0.127,0.429,0.396
43.786,42.776,43.942,0.233,0.223,0.311,0.295,0.290,-0.039,0.122,0.078,0.127,0.435,0.361
41.357,38.079,40.844,0.276,0.323,0.350,0.299,0.315,-0.076,0.132,0.095,0.193,0.413,0.326
42.139,39.953,42.389,0.209,0.205,0.319,0.283,0.268,-0.065,0.132,0.095,0.193,0.364,0.297
40.268,40.194,43.203,0.190,0.300,0.263,0.202,0.289,-0.044,0.198,0.190,0.296,0.315,0.263
40.231,40.011,40.045,0.405,0.425,0.383,0.319,0.338,-0.088,0.198,0.190,0.296,0.253,0.229
37.739,38.939,40.032,0.387,0.333,0.418,0.321,0.287,-0.094,0.304,0.310,0.287,0.191,0.201
40.750,40.839,45.050,0.339,0.422,0.284,0.333,0.365,-0.024,0.304,0.310,0.287,0.138,0.169
40.458,41.366,42.069,0.154,0.143,0.148,0.153,0.142,-0.025,0.554,0.525,0.391,0.092,0.138
38.353,38.623,38.096,0.429,0.452,0.357,0.297,0.340,-0.085,0.555,0.526,0.392,0.048,0.114
40.069,40.317,40.459,0.342,0.378,0.295,0.280,0.300,-0.058,0.716,0.725,0.741,0.002,0.087
41.787,42.436,41.698,0.164,0.180,0.140,0.147,0.164,-0.012,0.716,0.724,0.742,0.034,0.060
41.819,42.649,43.974,0.207,0.159,0.121,0.164,0.140,-0.021,0.719,0.731,0.865,0.073,0.043
39.161,39.884,40.452,0.364,0.359,0.251,0.282,0.284,-0.046,0.781,0.862,0.945,0.059,0.026
40.545,40.630,40.448,0.347,0.348,0.262,0.264,0.278,-0.057,0.781,0.862,0.945,0.044,0.019
41.372,41.860,42.479,0.099,0.079,0.060,0.113,0.091,-0.009,0.855,0.999,0.971,0.015,0.013
41.409,41.829,42.480,0.090,0.084,0.045,0.102,0.100,-0.002,0.856,1.000,0.972,0.030,0.019
41.360,41.575,42.476,0.097,0.085,0.070,0.109,0.098,0.002,0.844,0.866,0.958,0.025,0.028
41.813,41.572,44.303,0.254,0.291,0.164,0.213,0.231,-0.029,0.843,0.864,0.957,0.002,0.041
41.398,41.054,43.574,0.232,0.188,0.213,0.174,0.171,-0.039,0.691,0.685,0.798,0.015,0.062
41.902,41.653,43.947,0.222,0.228,0.263,0.212,0.237,-0.049,0.691,0.685,0.798,0.046,0.087
38.880,38.876,38.531,0.303,0.313,0.359,0.262,0.267,-0.095,0.245,0.218,0.268,0.075,0.114
37.047,36.491,37.266,0.382,0.459,0.394,0.284,0.322,-0.104,0.244,0.217,0.267,0.117,0.140
36.986,35.928,38.444,0.474,0.524,0.372,0.329,0.359,-0.105,0.019,0.021,0.034,0.178,0.171
36.185,33.392,35.816,0.144,0.027,-0.012,0.182,-0.034,-0.057,0.019,0.021,0.034,0.245,0.204
30.377,29.144,29.724,-0.087,-0.071,-0.065,-0.283,-0.236,-0.056,0.100,0.086,0.095,0.308,0.232
29.979,28.609,32.197,-0.116,-0.074,-0.082,-0.309,-0.211,-0.055,0.109,0.089,0.094,0.376,0.266
43.968,40.043,42.435,0.253,0.186,0.226,0.304,0.267,-0.026,0.064,0.051,0.065,0.486,0.817
43.852,40.703,44.343,0.205,0.182,0.216,0.296,0.256,-0.013,0.095,0.078,0.063,0.454,0.780
40.867,39.466,41.650,0.291,0.250,0.245,0.283,0.255,-0.028,0.095,0.078,0.063,0.429,0.750
42.533,39.917,40.064,0.279,0.297,0.285,0.283,0.298,-0.043,0.100,0.073,0.068,0.415,0.713
40.365,38.727,41.604,0.327,0.258,0.305,0.319,0.282,-0.059,0.100,0.073,0.068,0.403,0.677
41.236,38.704,41.630,0.222,0.377,0.294,0.284,0.348,-0.051,0.074,0.053,0.060,0.392,0.646
41.664,39.251,40.084,0.302,0.319,0.239,0.302,0.301,-0.058,0.121,0.076,0.080,0.389,0.610
42.461,40.751,43.188,0.287,0.293,0.190,0.310,0.299,0.006,0.121,0.076,0.080,0.392,0.574
43.636,41.826,43.572,0.251,0.229,0.294,0.302,0.296,-0.038,0.149,0.101,0.096,0.404,0.543
41.775,41.466,42.402,0.211,0.247,0.208,0.238,0.274,-0.016,0.149,0.101,0.096,0.416,0.507
43.607,43.506,45.096,0.268,0.217,0.163,0.315,0.283,0.004,0.128,0.076,0.102,0.432,0.472
43.896,42.041,45.090,0.217,0.174,0.181,0.294,0.265,0.002,0.128,0.076,0.102,0.428,0.436
42.212,42.313,44.703,0.302,0.283,0.258,0.295,0.302,-0.037,0.103,0.078,0.117,0.396,0.407
43.545,42.379,44.700,0.257,0.336,0.365,0.304,0.348,-0.068,0.103,0.078,0.118,0.374,0.373
42.833,40.111,42.042,0.242,0.420,0.341,0.313,0.379,-0.062,0.105,0.089,0.174,0.352,0.339
42.221,42.007,43.566,0.275,0.279,0.257,0.319,0.317,-0.033,0.105,0.089,0.175,0.319,0.311
38.996,38.832,40.045,0.445,0.517,0.435,0.339,0.388,-0.110,0.193,0.185,0.288,0.267,0.277
40.384,40.165,42.407,0.213,0.309,0.252,0.207,0.274,-0.049,0.194,0.185,0.289,0.222,0.244
35.507,36.316,37.687,0.542,0.558,0.426,0.373,0.393,-0.119,0.344,0.298,0.299,0.173,0.218
37.096,38.026,38.457,0.490,0.521,0.400,0.350,0.383,-0.098,0.345,0.298,0.299,0.142,0.187
39.148,39.002,40.445,0.357,0.406,0.370,0.321,0.345,-0.093,0.460,0.440,0.426,0.121,0.158
40.268,40.454,43.168,0.299,0.319,0.383,0.284,0.312,-0.094,0.460,0.440,0.427,0.098,0.136
40.918,41.718,42.440,0.171,0.156,0.142,0.171,0.171,-0.016,0.502,0.487,0.577,0.051,0.109
40.878,41.849,41.698,0.129,0.142,0.105,0.149,0.140,-0.017,0.502,0.487,0.578,0.006,0.086
38.285,39.165,40.113,0.294,0.273,0.190,0.243,0.219,-0.051,0.471,0.465,0.586,0.010,0.070
41.726,42.684,43.222,0.135,0.124,0.105,0.141,0.165,-0.006,0.624,0.655,0.803,0.009,0.047
41.523,42.021,42.854,0.103,0.097,0.083,0.114,0.109,0.000,0.631,0.686,0.719,0.020,0.044
41.026,41.260,42.060,0.154,0.200,0.135,0.153,0.172,-0.008,0.631,0.686,0.718,0.025,0.047
42.136,42.222,45.455,0.252,0.205,0.227,0.264,0.277,-0.017,0.645,0.673,0.795,0.030,0.056
41.893,41.285,42.440,0.171,0.133,0.157,0.161,0.138,-0.021,0.646,0.673,0.795,0.046,0.070
40.745,40.527,43.220,0.175,0.125,0.133,0.173,0.151,-0.007,0.613,0.595,0.689,0.075,0.088
40.220,39.871,42.054,0.181,0.175,0.141,0.170,0.157,-0.027,0.612,0.594,0.689,0.104,0.109
40.807,40.313,40.855,0.142,0.163,0.353,0.167,0.173,-0.087,0.296,0.263,0.325,0.134,0.136
38.230,38.197,39.717,0.392,0.282,0.413,0.334,0.270,-0.117,0.295,0.262,0.324,0.165,0.158
38.775,37.143,40.461,0.468,0.401,0.341,0.351,0.311,-0.077,0.160,0.139,0.163,0.215,0.189
37.293,36.781,38.116,0.294,0.350,0.329,0.274,0.341,-0.086,0.160,0.139,0.162,0.274,0.220
42.024,39.577,43.199,0.296,0.243,0.287,0.300,0.265,-0.063,0.123,0.105,0.106,0.334,0.247
38.639,36.561,41.284,0.293,0.300,0.244,0.282,0.286,-0.034,0.123,0.105,0.105,0.401,0.280
33.312,30.274,31.367,-0.010,-0.032,-0.050,-0.185,-0.164,-0.058,0.081,0.051,0.062,0.469,0.314
34.481,29.426,31.390,0.038,-0.058,-0.057,-0.124,-0.190,-0.058,0.081,0.051,0.062,0.532,0.342
44.391,30.264,35.411,0.124,-0.039,-0.089,0.199,-0.146,-0.061,0.029,0.023,0.011,0.601,0.377
45.055,37.978,38.936,0.117,0.113,-0.092,0.196,0.183,-0.058,0.029,0.023,0.011,0.672,0.412
47.710,42.656,40.917,0.093,0.085,-0.082,0.173,0.161,-0.057,0.000,0.000,0.000,0.742,0.448
48.116,42.674,37.807,0.088,0.081,-0.012,0.171,0.153,-0.011,0.000,0.000,0.000,0.780,0.478
42.728,39.166,44.295,0.237,0.406,0.265,0.274,0.368,-0.032,0.064,0.051,0.065,0.542,0.824
41.706,38.307,40.526,0.216,0.316,0.202,0.297,0.333,-0.020,0.094,0.078,0.063,0.513,0.788
41.316,39.835,42.794,0.273,0.301,0.239,0.275,0.290,-0.035,0.095,0.078,0.063,0.491,0.757
43.013,41.851,44.707,0.183,0.167,0.285,0.275,0.250,-0.030,0.100,0.073,0.068,0.478,0.721
43.930,41.687,43.595,0.208,0.185,0.218,0.282,0.257,-0.008,0.100,0.073,0.068,0.467,0.685
43.744,41.265,44.726,0.210,0.168,0.164,0.291,0.246,0.019,0.074,0.053,0.060,0.456,0.655
44.755,41.641,45.097,0.162,0.146,0.201,0.249,0.237,-0.004,0.121,0.076,0.080,0.453,0.619
42.833,41.710,43.162,0.253,0.327,0.241,0.291,0.331,-0.022,0.121,0.077,0.080,0.456,0.583
41.392,40.638,42.824,0.214,0.192,0.201,0.300,0.288,-0.007,0.149,0.101,0.096,0.468,0.553
43.675,43.995,45.845,0.182,0.199,0.166,0.249,0.282,0.008,0.149,0.101,0.096,0.443,0.518
42.570,43.002,44.312,0.282,0.224,0.256,0.317,0.267,-0.037,0.128,0.076,0.102,0.407,0.483
40.344,39.936,42.053,0.218,0.172,0.304,0.251,0.227,-0.052,0.128,0.076,0.102,0.372,0.448
43.954,43.129,45.472,0.211,0.184,0.197,0.302,0.284,-0.007,0.103,0.078,0.117,0.337,0.420
41.890,41.807,42.442,0.222,0.258,0.251,0.300,0.324,-0.032,0.103,0.078,0.118,0.313,0.386
39.883,41.307,40.852,0.349,0.325,0.323,0.308,0.321,-0.071,0.105,0.089,0.175,0.291,0.353
37.813,38.773,38.906,0.372,0.364,0.330,0.362,0.362,-0.065,0.105,0.089,0.175,0.268,0.325
40.426,39.048,40.894,0.197,0.315,0.308,0.270,0.304,-0.068,0.193,0.185,0.289,0.222,0.293
38.526,38.357,41.232,0.502,0.471,0.342,0.383,0.376,-0.076,0.194,0.186,0.289,0.173,0.262
38.504,42.093,42.032,0.266,0.260,0.360,0.268,0.257,-0.072,0.344,0.298,0.299,0.124,0.236
37.695,38.642,39.655,0.439,0.554,0.435,0.341,0.407,-0.123,0.345,0.298,0.299,0.081,0.207
37.842,37.610,39.328,0.267,0.288,0.305,0.232,0.261,-0.064,0.460,0.440,0.427,0.059,0.180
39.902,40.360,41.235,0.329,0.353,0.234,0.259,0.274,-0.055,0.460,0.440,0.427,0.054,0.158
40.070,40.135,40.832,0.397,0.430,0.334,0.303,0.346,-0.078,0.502,0.487,0.577,0.049,0.133
39.377,39.394,42.000,0.387,0.387,0.361,0.345,0.345,-0.087,0.502,0.487,0.578,0.049,0.112
40.712,41.261,41.273,0.201,0.198,0.163,0.181,0.172,-0.032,0.471,0.465,0.586,0.040,0.098
39.344,40.300,41.652,0.333,0.296,0.213,0.286,0.272,-0.019,0.624,0.654,0.802,0.030,0.085
41.084,42.188,42.799,0.189,0.211,0.170,0.175,0.174,-0.036,0.624,0.654,0.802,0.016,0.077
41.469,42.571,43.971,0.228,0.228,0.215,0.209,0.215,-0.034,0.631,0.685,0.718,0.068,0.075
40.190,41.678,43.572,0.239,0.161,0.219,0.214,0.183,-0.040,0.631,0.685,0.718,0.089,0.077
40.907,40.166,41.642,0.311,0.390,0.356,0.275,0.318,-0.090,0.645,0.672,0.794,0.093,0.085
41.560,40.936,42.439,0.117,0.129,0.152,0.139,0.167,-0.021,0.645,0.672,0.794,0.103,0.098
41.207,41.290,42.440,0.164,0.175,0.120,0.165,0.177,-0.010,0.612,0.594,0.689,0.134,0.114
41.075,40.898,42.799,0.267,0.228,0.181,0.226,0.216,-0.032,0.612,0.593,0.688,0.163,0.135
39.866,38.890,39.694,0.165,0.234,0.263,0.181,0.226,-0.074,0.297,0.264,0.325,0.192,0.158
38.731,38.996,42.820,0.309,0.322,0.237,0.291,0.301,-0.030,0.295,0.262,0.324,0.220,0.180
38.633,37.320,41.590,0.434,0.520,0.349,0.352,0.406,-0.087,0.161,0.140,0.163,0.261,0.207
39.840,37.825,42.419,0.306,0.334,0.243,0.284,0.302,-0.029,0.160,0.139,0.162,0.313,0.237
41.562,38.951,42.806,0.310,0.295,0.370,0.331,0.319,-0.091,0.124,0.105,0.106,0.367,0.263
41.024,40.356,41.668,0.285,0.231,0.197,0.310,0.273,-0.014,0.123,0.105,0.105,0.430,0.295
40.527,38.160,43.175,0.294,0.287,0.209,0.303,0.295,-0.015,0.081,0.051,0.062,0.495,0.328
43.013,37.777,44.299,0.249,0.257,0.253,0.306,0.289,-0.045,0.081,0.051,0.062,0.558,0.356
36.614,35.048,39.674,0.544,0.424,0.302,0.423,0.343,-0.070,0.030,0.023,0.011,0.617,0.389
34.167,32.506,38.912,0.096,0.124,0.042,-0.009,0.152,-0.048,0.029,0.023,0.011,0.653,0.424
37.494,31.864,45.099,0.169,0.090,-0.018,0.165,-0.025,-0.051,0.000,0.000,0.000,0.690,0.458
48.174,41.547,46.981,0.117,0.110,0.018,0.192,0.175,-0.055,0.017,0.012,0.009,0.726,0.488
42.324,39.874,45.093,0.215,0.215,0.202,0.288,0.282,-0.011,0.070,0.056,0.060,0.599,0.832
45.017,41.784,43.185,0.198,0.245,0.215,0.276,0.308,0.000,0.068,0.052,0.058,0.573,0.796
43.484,40.911,45.079,0.216,0.240,0.314,0.272,0.292,-0.045,0.068,0.052,0.058,0.554,0.766
43.399,41.855,41.245,0.207,0.188,0.247,0.275,0.267,-0.029,0.098,0.075,0.059,0.541,0.730
42.837,41.293,42.824,0.255,0.171,0.215,0.300,0.261,-0.054,0.098,0.075,0.059,0.530,0.694
44.005,43.081,44.696,0.249,0.176,0.239,0.304,0.262,-0.027,0.102,0.066,0.062,0.519,0.664
42.995,43.175,42.432,0.282,0.208,0.220,0.321,0.275,-0.005,0.115,0.089,0.058,0.494,0.629
42.624,42.144,44.713,0.240,0.235,0.234,0.276,0.293,-0.015,0.115,0.089,0.058,0.460,0.594
41.415,40.775,42.824,0.282,0.327,0.316,0.310,0.328,-0.063,0.148,0.145,0.059,0.424,0.564
42.256,41.382,43.193,0.223,0.253,0.370,0.269,0.305,-0.071,0.148,0.145,0.059,0.387,0.530
42.664,41.079,42.057,0.233,0.252,0.372,0.300,0.306,-0.081,0.109,0.085,0.100,0.351,0.496
43.172,42.011,41.632,0.267,0.340,0.271,0.303,0.344,-0.040,0.109,0.085,0.100,0.317,0.462
44.167,43.514,44.725,0.219,0.177,0.317,0.299,0.282,-0.059,0.124,0.092,0.147,0.280,0.434
41.127,41.242,43.146,0.405,0.352,0.265,0.354,0.347,-0.048,0.124,0.092,0.148,0.251,0.401
38.374,40.541,41.194,0.528,0.429,0.381,0.395,0.373,-0.095,0.181,0.154,0.228,0.230,0.368
36.924,37.729,38.491,0.521,0.487,0.409,0.392,0.391,-0.092,0.182,0.154,0.228,0.207,0.342
40.830,41.041,43.567,0.261,0.239,0.272,0.264,0.261,-0.042,0.303,0.305,0.321,0.176,0.310
38.745,38.530,40.107,0.390,0.270,0.360,0.337,0.287,-0.070,0.304,0.305,0.321,0.127,0.280
38.257,38.252,41.669,0.279,0.226,0.323,0.290,0.268,-0.073,0.412,0.384,0.324,0.076,0.256
38.858,37.815,38.520,0.242,0.262,0.233,0.207,0.218,-0.051,0.413,0.385,0.325,0.027,0.229
39.822,40.653,41.666,0.282,0.267,0.294,0.254,0.275,-0.055,0.625,0.598,0.613,0.000,0.202
40.334,41.241,41.643,0.354,0.294,0.266,0.262,0.247,-0.060,0.626,0.599,0.615,0.000,0.181
38.544,38.589,38.931,0.205,0.216,0.300,0.197,0.212,-0.054,0.576,0.581,0.615,0.002,0.159
38.054,38.285,38.933,0.393,0.298,0.252,0.313,0.241,-0.063,0.577,0.581,0.616,0.005,0.140
38.837,40.033,40.060,0.442,0.453,0.317,0.335,0.352,-0.067,0.738,0.758,0.866,0.009,0.127
41.232,42.145,43.206,0.149,0.163,0.234,0.173,0.190,-0.026,0.615,0.634,0.717,0.005,0.116
41.856,42.146,42.802,0.179,0.194,0.284,0.219,0.232,-0.048,0.624,0.654,0.802,0.055,0.108
37.642,36.382,38.576,0.253,0.185,0.166,0.253,0.195,-0.049,0.631,0.685,0.718,0.109,0.107
37.592,37.294,39.739,0.371,0.170,0.175,0.262,0.101,-0.060,0.631,0.685,0.718,0.153,0.108
37.821,36.271,39.316,0.253,0.194,0.126,0.235,0.129,-0.043,0.645,0.672,0.793,0.156,0.116
37.994,36.699,38.999,0.576,0.075,0.099,0.430,-0.077,-0.036,0.644,0.671,0.792,0.164,0.126
41.100,42.484,39.267,0.255,0.182,0.360,0.271,0.226,-0.069,0.612,0.594,0.688,0.192,0.142
41.882,40.634,42.064,0.233,0.155,0.186,0.281,0.196,-0.040,0.611,0.593,0.687,0.221,0.161
40.132,39.452,42.382,0.295,0.373,0.360,0.247,0.297,-0.085,0.296,0.263,0.325,0.251,0.182
39.321,38.201,40.890,0.337,0.334,0.295,0.303,0.312,-0.041,0.295,0.262,0.324,0.279,0.202
40.798,40.422,42.805,0.248,0.238,0.225,0.251,0.245,-0.032,0.161,0.140,0.163,0.312,0.229
38.715,38.491,42.817,0.230,0.244,0.326,0.236,0.254,-0.064,0.160,0.139,0.162,0.358,0.256
41.480,40.375,42.440,0.325,0.276,0.368,0.316,0.275,-0.088,0.124,0.105,0.106,0.407,0.281
40.428,40.465,43.571,0.259,0.250,0.309,0.229,0.289,-0.056,0.123,0.105,0.105,0.453,0.312
41.161,38.698,42.408,0.317,0.312,0.246,0.300,0.310,-0.035,0.081,0.051,0.062,0.490,0.343
42.317,38.203,43.156,0.309,0.336,0.265,0.326,0.328,-0.050,0.081,0.051,0.062,0.524,0.370
40.684,39.754,42.412,0.397,0.236,0.167,0.363,0.286,-0.001,0.030,0.023,0.012,0.561,0.403
41.365,38.360,42.042,0.310,0.261,0.232,0.296,0.276,-0.033,0.030,0.023,0.012,0.598,0.437
40.929,37.906,43.918,0.355,0.303,0.344,0.326,0.278,-0.079,0.001,0.000,0.000,0.635,0.471
40.893,38.430,43.946,0.346,0.264,0.161,0.326,0.275,-0.006,0.040,0.026,0.024,0.673,0.499
43.344,40.263,46.204,0.186,0.291,0.167,0.266,0.310,0.006,0.068,0.052,0.058,0.629,0.805
43.280,40.882,44.706,0.221,0.187,0.143,0.293,0.265,0.010,0.068,0.052,0.058,0.602,0.775
42.803,40.961,42.016,0.244,0.287,0.254,0.288,0.293,-0.021,0.098,0.075,0.059,0.555,0.740
41.149,42.483,43.208,0.377,0.202,0.244,0.337,0.283,-0.009,0.102,0.066,0.062,0.516,0.704
43.168,39.422,42.414,0.217,0.425,0.215,0.282,0.367,-0.018,0.102,0.066,0.062,0.479,0.675
40.569,40.684,42.031,0.273,0.256,0.209,0.261,0.267,-0.025,0.115,0.089,0.058,0.443,0.640
43.109,42.764,45.100,0.237,0.230,0.159,0.297,0.301,0.018,0.115,0.089,0.058,0.408,0.606
41.432,41.741,42.821,0.256,0.230,0.187,0.251,0.271,-0.016,0.148,0.145,0.059,0.372,0.577
41.584,41.683,42.435,0.147,0.170,0.282,0.201,0.229,-0.042,0.148,0.145,0.059,0.336,0.544
41.556,40.275,41.237,0.247,0.263,0.357,0.300,0.319,-0.088,0.109,0.086,0.100,0.299,0.510
40.791,40.866,42.383,0.380,0.423,0.379,0.317,0.362,-0.089,0.109,0.085,0.100,0.266,0.476
42.945,43.031,44.306,0.204,0.263,0.326,0.262,0.300,-0.055,0.124,0.092,0.147,0.229,0.449
42.590,43.122,42.816,0.217,0.240,0.241,0.295,0.292,-0.026,0.125,0.092,0.148,0.195,0.417
39.270,41.745,41.214,0.474,0.373,0.394,0.378,0.359,-0.100,0.181,0.154,0.228,0.174,0.385
39.613,39.805,40.097,0.255,0.295,0.405,0.262,0.303,-0.095,0.182,0.155,0.228,0.151,0.359
39.360,39.624,40.102,0.197,0.232,0.308,0.205,0.221,-0.060,0.304,0.306,0.321,0.128,0.329
37.486,39.225,39.652,0.446,0.404,0.340,0.345,0.330,-0.079,0.304,0.306,0.321,0.086,0.300
39.370,40.055,42.422,0.250,0.321,0.276,0.228,0.310,-0.046,0.412,0.384,0.324,0.034,0.278
41.152,41.243,41.634,0.152,0.212,0.362,0.174,0.268,-0.077,0.413,0.385,0.325,0.006,0.251
38.386,40.178,38.897,0.390,0.297,0.261,0.301,0.274,-0.064,0.626,0.599,0.614,0.045,0.225
40.545,41.440,41.688,0.162,0.114,0.119,0.174,0.137,-0.021,0.627,0.599,0.615,0.059,0.206
40.109,41.485,41.671,0.224,0.185,0.227,0.187,0.177,-0.046,0.577,0.581,0.615,0.059,0.185
40.345,40.788,41.233,0.373,0.309,0.303,0.288,0.263,-0.069,0.577,0.582,0.616,0.064,0.168
40.666,41.461,42.459,0.170,0.171,0.119,0.165,0.178,-0.024,0.739,0.759,0.867,0.054,0.157
40.852,41.341,42.825,0.159,0.161,0.156,0.158,0.161,-0.033,0.615,0.635,0.717,0.009,0.146
40.395,40.087,42.820,0.301,0.358,0.199,0.280,0.326,-0.016,0.615,0.634,0.717,0.064,0.139
40.730,40.425,41.650,0.235,0.205,0.245,0.226,0.218,-0.049,0.642,0.650,0.720,0.104,0.138
40.706,39.240,42.034,0.256,0.300,0.259,0.253,0.273,-0.056,0.642,0.650,0.720,0.151,0.139
39.761,38.437,38.938,0.171,0.210,0.211,0.186,0.205,-0.029,0.587,0.549,0.502,0.182,0.146
40.351,39.604,41.645,0.309,0.316,0.343,0.248,0.256,-0.077,0.587,0.548,0.503,0.206,0.154
41.279,40.561,42.005,0.166,0.188,0.273,0.185,0.224,-0.059,0.404,0.374,0.421,0.229,0.170
40.482,41.716,44.719,0.253,0.230,0.244,0.249,0.244,-0.022,0.403,0.373,0.420,0.252,0.187
38.047,40.564,44.328,0.418,0.329,0.256,0.358,0.308,-0.032,0.267,0.262,0.227,0.277,0.208
40.216,39.495,43.534,0.438,0.385,0.297,0.363,0.350,-0.051,0.266,0.261,0.226,0.299,0.226
41.733,40.259,40.890,0.284,0.386,0.305,0.298,0.347,-0.061,0.203,0.170,0.161,0.324,0.251
38.417,37.305,39.212,0.318,0.504,0.372,0.312,0.404,-0.091,0.202,0.169,0.161,0.347,0.278
40.007,39.156,38.103,0.279,0.449,0.409,0.309,0.389,-0.108,0.152,0.096,0.107,0.369,0.301
41.390,39.606,40.896,0.261,0.229,0.204,0.304,0.282,-0.023,0.152,0.095,0.107,0.402,0.330
41.983,39.587,43.571,0.233,0.277,0.235,0.283,0.285,-0.041,0.139,0.082,0.098,0.439,0.361
41.026,38.663,41.641,0.335,0.299,0.248,0.290,0.286,-0.032,0.138,0.082,0.098,0.473,0.387
42.169,40.428,41.651,0.310,0.271,0.204,0.341,0.291,-0.013,0.126,0.081,0.082,0.510,0.419
43.973,39.628,38.873,0.191,0.190,0.302,0.286,0.261,-0.056,0.126,0.081,0.082,0.546,0.451
43.604,39.729,39.705,0.255,0.239,0.232,0.315,0.298,-0.016,0.102,0.064,0.062,0.586,0.485
43.232,39.379,40.855,0.299,0.302,0.339,0.314,0.298,-0.076,0.070,0.044,0.044,0.626,0.513
41.904,37.091,40.847,0.157,0.367,0.393,0.150,0.333,-0.096,0.040,0.037,0.040,0.599,0.815
39.541,38.744,42.402,0.366,0.323,0.272,0.311,0.298,-0.023,0.040,0.037,0.040,0.552,0.786
44.092,40.818,42.799,0.274,0.308,0.278,0.300,0.313,-0.041,0.098,0.075,0.059,0.505,0.751
41.281,40.681,43.525,0.394,0.380,0.314,0.324,0.327,-0.065,0.102,0.066,0.062,0.463,0.716
41.945,39.774,42.030,0.226,0.278,0.263,0.273,0.303,-0.027,0.102,0.066,0.062,0.423,0.687
